Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type
220058,2022,11-03-2022,Groton,19 OCEAN AVE,356860,605000,0.5898,Residential,Single Family
220744,2022,07/13/2023,New Haven,78 SHEFFIELD AV,170030,345000,0.4928,Residential,Single Family
220117,2022,11/18/2022,Hartford,65 AMITY ST,260890,470000,0.555,Apartments,
220006,2022,10-03-2022,Meriden,476 COLONY ST,121030,295000,0.4102,Commercial,
220046,2022,04-06-2023,East Granby,157 SPOONVILLE ROAD,135100,250000,0.5404,Residential,Single Family
220198,2022,12/22/2022,Fairfield,66 HULLS HIGHWAY,194600,435000,0.4473,Residential,Condo
220557,2022,03/23/2023,Fairfield,1111 SASCO HILL ROAD,4340000,10000,434,Residential,Single Family
220007,2022,10-06-2022,Clinton,16 STONY POINT RD #8,55300,135000,0.4096,Residential,Single Family
220164,2022,03/31/2023,East Lyme,5 UPPER KENSINGTON DR,126980,120000,1.0582,Vacant Land,
2200278,2022,09-06-2023,Bloomfield,23 DUNCASTER LN,152670,301000,0.5072,Residential,Single Family
2200235,2022,02/21/2023,Naugatuck,31 RIDGE RD #6,80500,157000,0.5127,Residential,Condo
220099,2022,06/23/2023,Hebron,32 CARRIAGE DR,201180,390000,0.5158,Residential,Single Family
22216,2022,05/25/2023,North Haven,13 SQUIRES LN,293360,455850,0.6435,Residential,Condo
220018,2022,11/23/2022,Lisbon,40 STRAWBERRY ST,291780,450000,0.6484,Residential,Single Family
220554,2022,01/19/2023,Bridgeport,1056 RESERVOIR AVE,203010,455000,0.4461,Commercial,
220118,2022,04/18/2023,East Windsor,31 POND ST,111120,245000,0.4535,Residential,Single Family
220143,2022,11/23/2022,Hamden,76 WORTH AVE,2909715,97000,29.997,Apartments,
220051,2022,08-02-2023,Bethlehem,FLANDERS RD MBL 10-5/025,76300,85000,0.8976,Vacant Land,
220085,2022,05/15/2023,Essex,DUMP RD,31000,160000,0.1938,Vacant Land,
220082,2022,08/30/2023,Lisbon,14 HARVEST RD,58580,82500,0.71,Vacant Land,
220147,2022,11/15/2022,Milford,9 FAIRWOOD AVE,114420,400000,0.286,Vacant Land,
221445,2022,11-09-2022,Manchester,96 SUMMIT STREET,163500,312500,0.5232,Residential,Two Family
220192,2022,06-07-2023,Brookfield,62 WHISCONIER RD,273790,455000,0.6017,Residential,Single Family
22067,2022,04/21/2023,Beacon Falls,5 WESTVIEW ROAD,235480,535000,0.4401,Residential,Single Family
20031,2020,11-02-2020,Thompson,0 THOMPSON RD,12930,175000,0.0738,Vacant Land,
22000180,2022,03/22/2023,Cheshire,36 HILLSIDE AVE,154410,355000,0.4349,Residential,Single Family
220203,2022,12/13/2022,Hartford,398 PROSPECT AVE,96947,262000,0.37,Residential,Two Family
220065,2022,11-01-2022,Fairfield,201 TANGLEWOOD ROAD,460390,950000,0.4846,Residential,Single Family
22074,2022,04/18/2023,Burlington,65 WARREN GLEN,321160,700000,0.4588,Residential,Single Family
2200366,2022,05/30/2023,Naugatuck,25 MOORE AVE,152390,246000,0.6194,Residential,Single Family
22015,2022,10-12-2022,Montville,11 TERRACE DR,199220,339900,0.5861,Residential,Single Family
2200323,2022,06/29/2023,East Haven,30 SUMMIT AVE,132650,270000,0.4912,Residential,Single Family
22139,2022,03-01-2023,North Haven,511 ELM ST 4-4,183810,325000,0.5655,Residential,Condo
220023,2022,01/18/2023,Durham,349 MAIN STREET,1031450,1355000,0.7612,Commercial,
220082,2022,06/13/2023,Easton,46 ROCK HOUSE ROAD,313880,610000,0.5145,Residential,Single Family
22006,2022,10-06-2022,Darien,2 GARDINER STREET,1296260,2600000,0.4985,Residential,Single Family
220271,2022,08/31/2023,Brookfield,20 MIST HILL DR,241260,450000,0.5361,Residential,Single Family
220519,2022,04/24/2023,Hamden,996 DIXWELL AVE,158340,380000,0.4166,Commercial,
220153,2022,12/30/2022,Groton,1076 NORTH RD,114380,335000,0.3414,Residential,Single Family
220464,2022,04/25/2023,Greenwich,24 SUNSHINE AVENUE,820750,1500000,0.5471,Residential,Single Family
22010,2022,10-06-2022,Monroe,339 BARN HILL RD,414800,950000,0.4366,Residential,Single Family
220240,2022,06/26/2023,Madison,640 SUMMER HILL RD,231900,525000,0.4417,Residential,Single Family
220253,2022,04-03-2023,Litchfield,23 ANDRE DR,252910,471000,0.537,Residential,Single Family
223480,2022,08/21/2023,Newington,48 WILBUR DR,203480,340000,0.5984,Residential,Single Family
220135,2022,03-07-2023,Madison,152 FLINTLOCK RD,249800,602000,0.4149,Residential,Single Family
220493,2022,01-04-2023,Bridgeport,40 EAST THORME ST #42,224440,495000,0.4534,Residential,Three Family
2200306,2022,05/23/2023,New Milford,24 NEWTON RD,182470,345000,0.5289,Residential,Single Family
22007,2022,10/18/2022,Beacon Falls,116 RICE LANE EXTENSION,323350,575000,0.5623,Residential,Single Family
220001,2022,10-03-2022,Middlefield,43 HIGH MEADOW LA,371800,625000,0.5948,Residential,Single Family
220902,2022,08/18/2023,Meriden,27 SMITHFIELD AVE,129500,300000,0.4316,Residential,Single Family
220040,2022,01-04-2023,Mansfield,19C EASTBROOK HGHTS RD,83200,150000,0.5546,Residential,Condo
220018,2022,10-06-2022,Hartford,85 OAKLAND TER,95036,305000,0.3115,Residential,Three Family
220033,2022,10/21/2022,East Lyme,52 WALNUT HILL RD.,170800,128000,1.3343,Residential,Single Family
220001,2022,10-05-2022,Kent,12 TAMSHELL DR,173500,285000,0.6087,Residential,Single Family
222073,2022,09-08-2023,Manchester,23 RICHMOND DRIVE,219600,425000,0.5167,Residential,Single Family
220354,2022,08/28/2023,New London,31 NEPTUNE CT,181860,409000,0.4446,Residential,Single Family
221960,2022,07/24/2023,Manchester,26 CORNELL STREET,136400,295200,0.462,Residential,Single Family
220232,2022,06/29/2023,Avon,33 BRENTWOOD DRIVE,228420,431000,0.5299,Residential,Single Family
220451,2022,06-12-2023,Enfield,75 ROOSEVELT BLVD,149700,225000,0.6653,Residential,Single Family
220612,2022,05/26/2023,Hamden,236 GOODRICH ST,101920,247000,0.4126,Residential,Two Family
220151,2022,06/21/2023,Coventry,760 MAIN ST,179600,5000,35.92,Residential,Single Family
220001,2022,10-03-2022,Greenwich,15 TALBOT LANE,413420,785000,0.5266,Residential,Single Family
220111,2022,11/17/2022,Greenwich,38 CALHOUN DRIVE,1654520,2800000,0.5909,Residential,Single Family
220603,2022,06-07-2023,Greenwich,200 BEDFORD ROAD,1647450,4100000,0.4018,Residential,Two Family
220632,2022,06-07-2023,Meriden,185 BRADLEY AVE,163660,264000,0.6199,Residential,Single Family
22054,2022,07-03-2023,Chester,75 CEDAR LAKE RD,382530,1214000,0.3151,Residential,Single Family
220192,2022,11-03-2022,Bridgeport,605 GARFIELD AVE #607,193400,425000,0.455,Residential,Two Family
2200490,2022,07/17/2023,East Hartford,19-21 ELM ST,137800,240000,0.5741,Residential,Two Family
220355,2022,09/18/2023,Avon,5 ASHFORD DRIVE,183730,370000,0.4965,Residential,Condo
22075,2022,03/20/2023,Middlebury,192 WATERTOWN RD,588900,950000,0.6198,Residential,Single Family
2200383,2022,07-11-2023,New Milford,3 SO END PLAZA,191940,340000,0.5645,Commercial,
220072,2022,12/19/2022,Colchester,127 MARVIN RD & MARVIN RD,217400,420000,0.5176,Residential,Single Family
220161,2022,04-04-2023,Killingly,42 WRIGHT RD,217630,505000,0.4309,Residential,Single Family
220997,2022,04/26/2023,Bridgeport,703 EAST MAIN ST,233854,472000,0.4954,Residential,Four Family
220309,2022,05-08-2023,Groton,375 ALLYN ST UNIT A4,267540,550000,0.4864,Residential,Single Family
220125,2022,12/13/2022,Newington,33 CHARLES ST,104240,200000,0.5212,Industrial,
220033,2022,12/22/2022,Essex,24 HUDSON LA,609700,1147500,0.5313,Residential,Single Family
22032,2022,10/26/2022,Montville,30 POWERHOUSE RD,144060,270000,0.5335,Residential,Single Family
22082,2022,09/18/2023,Bethany,88 DOOLITTLE DR,192840,460000,0.4192,Residential,Single Family
22011,2022,10/27/2022,Barkhamsted,10 WEST SIDE DR,130320,350000,0.3723,Residential,Single Family
2200017,2022,10/17/2022,East Haven,140 THOMPSON ST #18C,100800,190000,0.5305,Residential,Condo
222265,2022,08-07-2023,Bridgeport,155 NEWFIELD AVE,151350,150000,1.009,Industrial,
22064,2022,09/29/2023,Chester,5 SYPHER RD,162690,152500,1.0668,Residential,Single Family
2200127,2022,01-09-2023,East Haven,1057 NORTH HIGH ST,173950,360000,0.4831,Residential,Single Family
220012,2022,10-04-2022,Milford,1236 WINDWARD RD,217990,385000,0.5662,Residential,Condo
220434,2022,04-11-2023,Greenwich,244 MILL STREET,941080,1300000,0.7239,Commercial,
221703,2022,03/17/2023,Manchester,45 COTTAGE STREET,129100,280000,0.461,Residential,Single Family
2222178,2022,07/17/2023,Ansonia,28 FINNEY ST EXT,160160,375000,0.427,Residential,Single Family
220031,2022,10/14/2022,Branford,342 SHORE DR,251000,890000,0.282,Residential,Two Family
2200559,2022,08/17/2023,East Hartford,104 JANET DR,135550,290000,0.4674,Residential,Single Family
220011,2022,10-07-2022,Groton,958 PLEASANT VALLEY RD NORTH,96740,280000,0.3455,Residential,Single Family
220055,2022,12/30/2022,Griswold,29 SHORE DR,118720,175000,0.6784,Residential,Single Family
220540,2022,05/16/2023,New Haven,90 GREEN HILL TER,130200,285500,0.456,Residential,Single Family
220052,2022,05/26/2023,Durham,36 CLEMENTEL DR,156800,208000,0.7538,Residential,Single Family
220629,2022,06-01-2023,Hamden,49 JULIAN DR,135800,380000,0.3573,Residential,Single Family
22070,2022,03/30/2023,Haddam,108 CHRISTIAN HILL RD,186890,350000,0.5339,Residential,Single Family
220137,2022,03/20/2023,Ledyard,944-03 LONG COVE RD,34790,32000,1.0871,Residential,Single Family
22051,2022,01/27/2023,Haddam,62 JACOBY RD,263060,602500,0.4366,Residential,Single Family
220219,2022,06/20/2023,Ledyard,18 MAID MARION DR,233100,478000,0.4876,Residential,Single Family
220167,2022,04/17/2023,Madison,129 HUNTERS TR,234100,495000,0.4729,Residential,Single Family
220071,2022,03-09-2023,Brooklyn,217 CHRISTIAN HILL RD,109400,152000,0.7197,Residential,Single Family
220033,2022,11-10-2022,Coventry,42 LATHROP DR,114700,230000,0.4986,Residential,Single Family
221324,2022,08-09-2023,Fairfield,1207 MELVILLE AVENUE,455140,865000,0.5261,Residential,Single Family
220975,2022,04/14/2023,Fairfield,100 STONE RIDGE WAY UNIT 1B,320670,299500,1.0706,Residential,Condo
220539,2022,01/13/2023,Bridgeport,80 CARTRIGHT ST UNIT #GD,31960,75000,0.4261,Residential,Condo
220310,2022,01/30/2023,Hamden,31 IVES ST,126280,285000,0.443,Residential,Single Family
22000063,2022,11/16/2022,Cheshire,148 SLOPER LANE,180600,377000,0.479,Residential,Single Family
220090,2022,01/19/2023,East Hampton,4 OLD MARLBOROUGH RD,188660,246900,0.7641,Residential,Single Family
22000101,2022,12/20/2022,Cheshire,625 REDSTONE DR,289840,600000,0.483,Residential,Single Family
2200210,2022,10/24/2022,Naugatuck,123 GENERAL PATTON DR,197190,290000,0.6799,Residential,Single Family
2200014,2022,11/19/2022,Killingworth,125 ROAST MEAT HILL ROAD,273770,400000,0.6844,Residential,Single Family
2200163,2022,04/17/2023,Bloomfield,262 CASTLEWOOD DR,122920,280000,0.439,Residential,Condo
223375,2022,06/30/2023,Newington,174 GLENVIEW DR,166030,335000,0.4956,Residential,Single Family
220680,2022,06/30/2023,Greenwich,38 FOREST AVENUE,1150170,2550000,0.451,Residential,Single Family
220011,2022,12/19/2022,Cornwall,0 POPPLE SWAMP RD,152800,55000,2.7781,Vacant Land,
220096,2022,11-08-2022,Hartford,91 COOLIDGE ST,54574,114000,0.4787,Residential,Single Family
2200320,2022,06-01-2023,New Milford,KENT RD,259920,81650,3.1833,Commercial,
220313,2022,09/27/2023,Ledyard,20K LAKESIDE DR,70070,155000,0.452,Residential,Condo
220247,2022,06/30/2023,East Lyme,6 PLANTS DAM,207340,307000,0.6753,Residential,Single Family
220093,2022,01-05-2023,Ledyard,1742-4C ROUTE 12,46060,143000,0.322,Residential,Condo
220227,2022,01-09-2023,Greenwich,53 MEAD AVENUE,375130,625000,0.6002,Residential,Single Family
2200077,2022,03/20/2023,New Fairfield,18G MILLTOWN RD,189100,420000,0.4502,Residential,Single Family
220022,2022,11-09-2022,Litchfield,16 INDIAN KNOLLS RD,277660,600000,0.4628,Residential,Condo
220293,2022,06/22/2023,New London,245 JEFFERSON AVE,81270,225000,0.3612,Residential,Single Family
220652,2022,05/16/2023,Hartford,136 BOND ST,74014,42106,1.7578,Residential,Two Family
220932,2022,09/15/2023,Greenwich,WITHERELL DRIVE 0017,1552600,3500000,0.4436,Residential,Single Family
220149,2022,03-07-2023,Avon,581 LOVELY STREET,192230,410000,0.4688,Residential,Single Family
220073,2022,12-07-2022,Avon,1 OWL COURT,119640,240000,0.4985,Residential,Condo
22066,2022,12/21/2022,Monroe,12 MELON PATCH LANE,297300,550000,0.5405,Residential,Single Family
22000002,2022,10-03-2022,Cheshire,1037 SPERRY RD,251860,530000,0.4752,Residential,Single Family
220311,2022,09/26/2023,Ledyard,148R STODDARDS WHARF RD,150010,475000,0.3158,Residential,Single Family
220857,2022,03/27/2023,Bridgeport,1347 BOSTON AVE & 17 DOVER ST,225420,225000,1.0019,Commercial,
220655,2022,06/23/2023,Greenwich,48 LEXINGTON AVENUE,912240,1800000,0.5068,Residential,Three Family
22243,2022,06/21/2023,North Haven,120 SPRING RD,181580,386000,0.4704,Residential,Single Family
221920,2022,07-05-2023,Manchester,360 OAKLAND STREET,6219400,20800000,0.299,Commercial,
220930,2022,09/13/2023,Greenwich,CENTER ROAD 0020,1166900,2350500,0.4964,Residential,Single Family
2200037,2022,12-08-2022,New Fairfield,330 RTE 39,65400,155000,0.4219,Residential,Single Family
220303,2022,01/27/2023,Meriden,132 SPRUCE ST,126980,220000,0.5771,Residential,Single Family
220754,2022,07/18/2023,Greenwich,PONDEROSA DRIVE 0004,744940,1315000,0.5664,Residential,Single Family
220929,2022,04-06-2023,Bridgeport,355 LAKE AVE,232200,310000,0.749,Residential,Single Family
220048,2022,12-05-2022,East Hampton,7 PORTAGE TR,236090,437500,0.5396,Residential,Single Family
220344,2022,12-02-2022,Bridgeport,98 GLENWOOD AVE,81400,200000,0.407,Residential,Condo
220317,2022,11/18/2022,Branford,25 BRADLEY AVE,166400,200000,0.832,Residential,Single Family
220133,2022,11/30/2022,Fairfield,122 SUNNYRIDGE AVENUE,313180,430000,0.7283,Residential,Single Family
222078,2022,09-12-2023,Manchester,119 PITKIN STREET,180700,350000,0.5162,Residential,Single Family
220270,2022,01-09-2023,Hamden,75 WASHINGTON AVE 8-306,83720,160000,0.5232,Residential,Condo
220241,2022,01-12-2023,Fairfield,41 CHERRY LANE,922250,2650000,0.348,Residential,Single Family
220526,2022,05-10-2023,New Haven,987 STATE ST,681310,1650000,0.4129,Commercial,
220024,2022,10/13/2022,Newington,827 MAIN ST,117300,166000,0.7066,Residential,Single Family
222002,2022,08-11-2023,Manchester,319 BROAD STREET,333600,315000,1.059,Industrial,
220019,2022,12/20/2022,Durham,533 GUILFORD ROAD,96050,350000,0.2744,Residential,Single Family
220091,2022,03-10-2023,Coventry,214 OLD EAGLEVILLE RD,263300,445000,0.5916,Residential,Single Family
22052,2022,07/13/2023,Marlborough,20 ISLEIB RD,149680,360000,0.4157,Residential,Single Family
22020,2022,03-01-2023,Marlborough,182 NO MAIN ST,63930,108000,0.5919,Vacant Land,
22015,2022,11-03-2022,Lebanon,279 OLIVER RD,194230,410000,0.4737,Residential,Single Family
22244,2022,09-05-2023,Monroe,71 EAST DALE DR,298300,590000,0.5055,Residential,Single Family
220059,2022,03-02-2023,Essex,38 FOXBORO RD,1017700,1785000,0.5701,Residential,Single Family
22201,2022,07-11-2023,Derby,36 SELMA AVE,191940,435000,0.4412,Residential,Single Family
2200248,2022,03-03-2023,Naugatuck,31 MEADOWBROOK PL,264180,425000,0.6216,Residential,Single Family
22197,2022,07/17/2023,Monroe,452 ELM STREET,193100,505000,0.3823,Residential,Single Family
220002,2022,10-03-2022,Durham,SHADY LANE,370450,220000,1.6838,Vacant Land,
220030,2022,10/25/2022,New London,57 WESTRIDGE RD #C2,44450,117400,0.3786,Residential,Condo
220931,2022,09/21/2023,Meriden,37 STERLING VLG,85890,140000,0.6135,Residential,Condo
223284,2022,05-05-2023,Newington,62 BUCKINGHAM ST REAR,10490,6000,1.7483,Vacant Land,
220478,2022,04/28/2023,Greenwich,558 RIVERSVILLE ROAD,1959790,3850000,0.509,Residential,Single Family
220172,2022,01/24/2023,Newington,163 HAMPTON CT,91380,205000,0.4457,Residential,Condo
220635,2022,05-09-2023,Hartford,54 GRAFTON ST,620900,1060000,0.5857,Apartments,
220772,2022,07/22/2023,Greenwich,MAYFAIR LANE 0048,3974040,5350000,0.7428,Residential,Single Family
220857,2022,08/31/2023,Meriden,61 LAMBERT AVE,198240,235000,0.8435,Residential,Single Family
2200426,2022,09-06-2023,East Haven,19 SALTONSTALL PL,163030,166250,0.9806,Residential,Single Family
221720,2022,03/27/2023,Manchester,97 LENOX STREET,122500,255000,0.4803,Residential,Single Family
220125,2022,02/21/2023,Killingly,12 FALL BROOK PARK,11970,41300,0.2898,Residential,Single Family
220140,2022,08-02-2023,Brooklyn,385 STETSON RD,210580,455000,0.4628,Residential,Single Family
220323,2022,09/20/2023,Killingly,23 ST JAMES ROW,75110,230400,0.3259,Residential,Two Family
2200060,2022,01/27/2023,New Fairfield,11 DEER RUN,214000,525000,0.4076,Residential,Single Family
220502,2022,03/29/2023,Hartford,11 CATHERINE ST,26865,158500,0.1695,Residential,Single Family
222370,2022,09-01-2023,Bridgeport,183 GARFIELD AVE #185,167690,450000,0.3726,Residential,Two Family
220023,2022,11/30/2022,Easton,70 TRANQUILITY DRIVE,774620,1025000,0.7557,Residential,Single Family
221356,2022,08/22/2023,Fairfield,41 PALMER BRIDGE,450240,995000,0.4525,Residential,Condo
220675,2022,06/26/2023,New Haven,20 PEARL ST,355040,590000,0.6017,Residential,Three Family
220003,2022,10-04-2022,New London,CONNECTICUT AVE,13650,10000,1.365,Vacant Land,
220001,2022,10-03-2022,Newington,156 COTTONWOOD RD,97700,140000,0.6979,Residential,Condo
22143,2022,08/25/2023,Burlington,60 WILDCAT RD,248500,650000,0.3823,Residential,Single Family
220061,2022,12-05-2022,Bloomfield,350 WEST NEWBERRY RD,382620,225000,1.7005,Commercial,
220210,2022,07/31/2023,Colchester,5 MILLER RD,127300,225000,0.5657,Residential,Single Family
220113,2022,03/13/2023,Colchester,40 ELMWOOD HEIGHTS,124400,200000,0.622,Residential,Single Family
220038,2022,10/20/2022,Greenwich,5 SETON LANE,603190,1375000,0.4386,Residential,Single Family
220321,2022,01/13/2023,Milford,144 EASTERN PKWY,202760,350000,0.5793,Residential,Single Family
22036,2022,03/13/2023,Ashford,47 ASHFORD CENTER RD,189140,350000,0.5404,Residential,Single Family
220797,2022,07/14/2023,Hartford,"1325 MAIN ST, 1327-1329 MAIN S",259280,560000,0.463,Commercial,
221051,2022,05/15/2023,Fairfield,421 SASCO HILL ROAD,2112210,4954465,0.4263,Residential,Single Family
220281,2022,08-07-2023,East Windsor,53 STOUGHTON RD,39200,60000,0.6533,Vacant Land,
220073,2022,11-07-2022,Enfield,9 NEVINS AVE,142800,116700,1.2236,Residential,Single Family
22000306,2022,07-07-2023,Cheshire,320 SORGHUM MILL DR,271100,624000,0.4344,Residential,Single Family
2200285,2022,05-09-2023,New Milford,9 WILLOW RD,195920,365000,0.5367,Residential,Single Family
220855,2022,08/17/2023,New Haven,12 FERRY ST,32130,47500,0.6764,Vacant Land,
221573,2022,12/29/2022,Manchester,112 FAITH CIRCLE,106800,186000,0.5741,Residential,Condo
220118,2022,06/26/2023,Brooklyn,253 WOLF DEN RD,42500,74900,0.5674,Vacant Land,
2200193,2022,02/22/2023,New Milford,105 WALKER BROOK RD,815410,1636053,0.4984,Residential,Single Family
222063,2022,09-05-2023,Manchester,15 WELCOME PLACE,96800,28000,3.4571,Residential,Single Family
221920,2022,05/23/2023,Bridgeport,56 HARBOR AVE,209430,555555,0.3769,Residential,Three Family
2200355,2022,07/20/2023,East Haven,5 NAVARRO RD,142100,317500,0.4475,Residential,Single Family
222135,2022,07-07-2023,Bridgeport,36 MAY ST,116870,287000,0.4072,Residential,Single Family
2020256,2020,06/23/2021,Tolland,D3 TOLLAND MEADOWS,55200,89900,0.614015573,Residential,Condo
220070,2022,11-10-2022,East Hartford,81-83 CANNON RD,118030,220000,0.5365,Residential,Two Family
222016,2022,08/21/2023,Manchester,16-18 NORMAN STREET,150100,257000,0.584,Residential,Two Family
220163,2022,05/30/2023,Colchester,38 JORDAN LN,286400,501325,0.5712,Residential,Single Family
222491,2022,09/28/2023,Bridgeport,64 POPLAR ST #66,164820,370000,0.4454,Residential,Three Family
220139,2022,04/24/2023,Colchester,BUCKLEY RD,4000,4000,1,Vacant Land,
220014,2022,11-10-2022,Easton,4 GROUND PINE LANE,385770,650000,0.5935,Residential,Single Family
